Customer ID,Customer Name,Invoice/CM #,Date,Sales Representative ID,Quantity,Item ID,Description,G/L Account,Unit Price,Amount,U/M ID,Ship to City
01ZSAMP - Davines,Davines - Samples and Testers,CN06369,02/08/2015,,-1,DV99A2481,A New Color Compact Pure COL,40000SHDV,0,0,<Each>,
01DSC,"Dermalogica Skin Center, Dubai Mall",DC96045,02/09/2015,GM001,40,D210918,BAP After Care kit,40000SSD,0,0,<Each>,Dubai
EXCJLT,Excellture,DC96046,02/09/2015,,1,DV5273271,DEHC OI/Shampoo 280ml,40000SHDV,52.25,-52.25,280ml,DUBAI
EXCJLT,Excellture,DC96046,02/09/2015,,0,,,40000SHDV,0,52.25,,DUBAI
EXCJLT,Excellture,DC96046,02/09/2015,,0,,,40000SHDVW,0,-52.25,,DUBAI
01RADBC,Radiance Beauty Center,DC96047,02/09/2015,TATG,3,DV2871212,Purifying Shampoo 250ml,40000SHDV,57,-171,250ml,Al Ain
01RADBC,Radiance Beauty Center,DC96047,02/09/2015,TATG,5,DV2671146,Energizing shampoo 250ml,40000SHDV,57,-285,<Each>,Al Ain
01RADBC,Radiance Beauty Center,DC96047,02/09/2015,TATG,5,DV2671150,Energizing Gel 150ml,40000SHDV,54,-270,<Each>,Al Ain
01RADBC,Radiance Beauty Center,DC96047,02/09/2015,TATG,4,DV2871164,Rebalancing Shampoo 250ml,40000SHDV,54,-216,250 ml,Al Ain
01WTC,World of Esthetics Beauty Salon,DC96048,02/09/2015,GM001,3,DV0762242,7.3 Medium Golden Blonde 100ml,40000SHDV,31,-93,100ml,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96048,02/09/2015,GM001,6,DV2671150,Energizing Gel 150ml,40000SHDV,54,-324,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96048,02/09/2015,GM001,3,DV2771152,Nourishing Shampoo 250ml,40000SHDV,57,-171,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96048,02/09/2015,GM001,12,DV5273273,DEHC OI/All in one Milk135ml,40000SHDV,64.8,-777.6,135ml,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96048,02/09/2015,GM001,6,DV2871212,Purifying Shampoo 250ml,40000SHDV,57,-342,250ml,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96048,02/09/2015,GM001,1,DV3071175,Well Being Conditioner 1000ml,40000SHDV,130,-130,1000 ml,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96048,02/09/2015,GM001,0,,,40000SHDV,0,1837.6,,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96048,02/09/2015,GM001,0,,,40000SHDVO,0,-1837.6,,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96049,02/09/2015,GM001,12,D110616,Multi-Active Toner 250mlR,40000SSD,145,-1740,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96049,02/09/2015,GM001,6,D110700,Daily Microfoliant 2.7oz,40000SSD,245,-1470,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96049,02/09/2015,GM001,5,D110644,Gentle Cream Exfoliant 75ml,40000SSD,195,-975,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96049,02/09/2015,GM001,6,D111060,Skin Smoothing Cream 100ml,40000SSD,255,-1530,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96049,02/09/2015,GM001,6,D110634,Solar Defense Booster SPF50 1.7oz,40000SSD,209,-1254,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96049,02/09/2015,GM001,12,D101104,Special Cleansing Gel 250mlR,40000SSD,149,-1788,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96049,02/09/2015,GM001,4,D110709,Intensive Eye Repair 15ml,40000SSD,209,-836,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96049,02/09/2015,GM001,6,D110662,Total Eye Care  15ml,40000SSD,209,-1254,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96049,02/09/2015,GM001,6,D111049,Dynamic Skin Recovery SPF50 1.7oz,40000SSD,319,-1914,50ml,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96049,02/09/2015,GM001,4,D111033,M/V Power Firm .5oz,40000SSD,249,-996,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96049,02/09/2015,GM001,4,D110641,AGE smart® skinperfect primer spf30  0.75 oz. (22 mL),40000SSD,219,-876,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96049,02/09/2015,GM001,6,D110524,Extreme C 0.3oz,40000SSD,385,-2310,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96049,02/09/2015,GM001,4,D110635,"Super Sensitive Shield SPF30, 1.7oz (50ml)",40000SSD,225,-900,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96049,02/09/2015,GM001,6,D106613,Clearing Mattifier 1.3oz,40000SSD,209,-1254,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96049,02/09/2015,GM001,0,,Discount,40000SSD,0,6683.95,,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96049,02/09/2015,GM001,0,,,40000SSD,0,12413.05,,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96049,02/09/2015,GM001,0,,,40000SSDOW,0,-12413.05,,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96050,02/09/2015,GM001,3,D213191,Revitalizing Additive 30ml,40000SSD,139,-417,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96050,02/09/2015,GM001,3,D213211,Soothing Additive  30ml,40000SSD,139,-417,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96050,02/09/2015,GM001,4,D213401,Skin Exfoliant System MDB,40000SSD,275,-1100,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96050,02/09/2015,GM001,0,,,40000SSD,0,1934,,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96050,02/09/2015,GM001,0,,,40000SSDOW,0,-1934,,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,2,DV2771187,Nourishing VM Conditioner sample sachet,40000SHDV,0,0,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,5,DV99A1888,Black pump for 900ml,40000SHDV,0,0,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,52,D610670,Daily Defense Block Sample,40000SSD,0,0,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,52,D610528,C-12 Concentrate Sample,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,52,D610551,Ultra Calming Serum Con Sample,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,52,D610645,Sheer Tint Light-Sample,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,52,D610646,Sheer Tint Medium-Sample,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,52,D611595,Daily Resurfacer - Deluxe Sample,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,52,D601709,Oil Free Matte Bloc  Sample,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,52,D611005,Dynamic Skin Recovery 50 Sample,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,52,D610610,Power Rich Deluxe Sample,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,52,D611596,Active Moist - Sample,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,52,D610711,Gentle Soothing Booster-Sampl,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,50,D4546,Skin Smoothing Cream 10 ml,40000SSD,0,0,10 ml,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,50,D4941,Antiox  HydrMst 10 ml,40000SSD,0,0,10 ml,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,50,D4716,MV Power Serum 0.24,40000SSD,0,0,7 ml,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,50,D4701,Skin Prfct Primer 7 ml INT,40000SSD,0,0,7 ml,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,5,D3804F,Consultation Card Face12pk,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,5,D3804G,Face Mapping Cheat Sheet,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,12,D101512,Skin Resurfacing Cleanser (1.0oz),40000SSD,0,0,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,12,D102022,Antioxidant HydraMist (1.0oz),40000SSD,0,0,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,12,D101703,Clearing Skin wash 1.7 Tst,40000SSD,0,0,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,12,D110620,Dermal Clay Cleanse 1.7,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,12,D101102,Special Cleansing Gel 1.7,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,12,D101302,Essential Cleansing Sol 1.7,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,12,D110615,Multi Active Toner 1.7,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,12,D110543,Ultra Calming Cleanser 1.7oz,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,12,D110546,Ultra Calming Mist 1.7oz,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,12,D109102,Conditioning Body Wash 2.5,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,12,D110617,Body Hydrating Cream 2.5,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,12,D110302,Shine Therapy Shampoo 2.0 oz,40000SSD,0,0,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,12,D110402,Silk Finish Conditioner 2.0oz,40000SSD,0,0,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96051,02/09/2015,GM001,12,D110118,MV Hand Nail Trtmt 0.5,40000SSD,0,0,EACH,Abu Dhabi
HASP,Hanan Al Shifa Pharmacy,DC96052,02/09/2015,ANMT,12,VNF00006,Glow & Grow tabs - 60's Lot#1412004 Exp12/16,40000VO,130,-1560,<Each>,Dubai
HASP,Hanan Al Shifa Pharmacy,DC96052,02/09/2015,ANMT,3,VNF00006,Glow & Grow tabs - 60's Lot#1412004 Exp12/16,40000VO,0,0,<Each>,Dubai
HASP,Hanan Al Shifa Pharmacy,DC96052,02/09/2015,ANMT,0,,Discount,40000VO,0,468,,Dubai
HASP,Hanan Al Shifa Pharmacy,DC96053,02/09/2015,ANMT,6,VNF00005,Ginseng Plus Caps - 60's  Lot1311030 Exp 12/15,40000VO,80,-480,60's,Dubai
HASP,Hanan Al Shifa Pharmacy,DC96053,02/09/2015,ANMT,1,VNF00005,Ginseng Plus Caps - 60's  Lot1311030 Exp 12/15,40000VO,0,0,60's,Dubai
HASP,Hanan Al Shifa Pharmacy,DC96053,02/09/2015,ANMT,0,,Discount,40000VO,0,144,,Dubai
01CABC,Caramel Beauty Center,DC96054,02/09/2015,HF,1,D211058,Controur Masque 142gm,40000SSD,60,-60,<Each>,Abu Dhabi
01CABC,Caramel Beauty Center,DC96054,02/09/2015,HF,1,D210544,Clinical Oatmeal 16oz,40000SSD,165,-165,453 g,Abu Dhabi
01CABC,Caramel Beauty Center,DC96054,02/09/2015,HF,4,D3824B,Dermalogica Fan/Masque Brush,40000SSD,17,-68,EACH,Abu Dhabi
01PEBS,Pebbles Beauty Salon,DC96055,02/09/2015,JMD,2,J51010606,32022 Acc Magic Mitt,40000JI,48.75,-97.5,0,Dubai
01PEBS,Pebbles Beauty Salon,DC96056,02/09/2015,JMD,1,D110634,Solar Defense Booster SPF50 1.7oz,40000SSD,209,-209,<Each>,Dubai
01PEBS,Pebbles Beauty Salon,DC96056,02/09/2015,JMD,1,D111066,Intensive Moisture Bal 50ml,40000SSD,179,-179,<Each>,Dubai
01PEBS,Pebbles Beauty Salon,DC96056,02/09/2015,JMD,0,,Discount,40000SSD,0,135.8,,Dubai
01PEBS,Pebbles Beauty Salon,DC96056,02/09/2015,JMD,1,D4715,Retail Paper Bag 6pk,40000SSD,0,0,EACH,Dubai
01PEBS,Pebbles Beauty Salon,DC96056,02/09/2015,JMD,4,D610640,skinperfect primer spf30 foil samples,40000SSD,0,0,EACH,Dubai
01PEBS,Pebbles Beauty Salon,DC96056,02/09/2015,JMD,4,D602321,M/Vit Thermafoliant Sample,40000SSD,0,0,EACH,Dubai
01PEBS,Pebbles Beauty Salon,DC96056,02/09/2015,JMD,4,D610610,Power Rich Deluxe Sample,40000SSD,0,0,EACH,Dubai
01PEBS,Pebbles Beauty Salon,DC96056,02/09/2015,JMD,4,D611005,Dynamic Skin Recovery 50 Sample,40000SSD,0,0,EACH,Dubai
01PEBS,Pebbles Beauty Salon,DC96056,02/09/2015,JMD,4,D610629,Skin Smoothing Cream - Sample,40000SSD,0,0,EACH,Dubai
01WTC,World of Esthetics Beauty Salon,DC96057,02/09/2015,GM001,2,D210908,BA Peel Prep Solution 6.0,40000SSD,198,-396,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96057,02/09/2015,GM001,4,D210909,BA Peel Acid Actv 8.0,40000SSD,395,-1580,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96057,02/09/2015,GM001,2,D210911,BA Peel Enzyme Active 4.0,40000SSD,275,-550,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96057,02/09/2015,GM001,2,D210912,BA Peel Decelerator 6.0,40000SSD,198,-396,<Each>,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96057,02/09/2015,GM001,2,D4835,BA Peel Fan,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96057,02/09/2015,GM001,6,D3824C,Fan Brush,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96057,02/09/2015,GM001,72,D2024A,Plastic Mixing cup single,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96057,02/09/2015,GM001,2,D4751,BA Peel Timing Manual,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96057,02/09/2015,GM001,2,D4818INT,BS Peel merch Caddy,40000SSD,0,0,EACH,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96057,02/09/2015,GM001,0,,Launch Deal,89000,0,0,,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96057,02/09/2015,GM001,0,,,40000SSD,0,2922,,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96057,02/09/2015,GM001,0,,,40000SSDOW,0,-2922,,Abu Dhabi
01WTC,World of Esthetics Beauty Salon,DC96058,02/09/2015,GM001,10,D210918,BAP After Care kit,89000,0,0,<Each>,Abu Dhabi
01YAS,World of Esthetics Beauty Salon Yas Mal,DC96059,02/09/2015,GM001,1,D210908,BA Peel Prep Solution 6.0,40000SSD,198,-198,<Each>,Abu Dhabi
01YAS,World of Esthetics Beauty Salon Yas Mal,DC96059,02/09/2015,GM001,2,D210909,BA Peel Acid Actv 8.0,40000SSD,395,-790,<Each>,Abu Dhabi
01YAS,World of Esthetics Beauty Salon Yas Mal,DC96059,02/09/2015,GM001,1,D210911,BA Peel Enzyme Active 4.0,40000SSD,275,-275,<Each>,Abu Dhabi
01YAS,World of Esthetics Beauty Salon Yas Mal,DC96059,02/09/2015,GM001,1,D210912,BA Peel Decelerator 6.0,40000SSD,198,-198,<Each>,Abu Dhabi
01YAS,World of Esthetics Beauty Salon Yas Mal,DC96059,02/09/2015,GM001,1,D4835,BA Peel Fan,40000SSD,0,0,EACH,Abu Dhabi
01YAS,World of Esthetics Beauty Salon Yas Mal,DC96059,02/09/2015,GM001,3,D3824C,Fan Brush,40000SSD,0,0,EACH,Abu Dhabi
01YAS,World of Esthetics Beauty Salon Yas Mal,DC96059,02/09/2015,GM001,36,D2024A,Plastic Mixing cup single,40000SSD,0,0,EACH,Abu Dhabi
01YAS,World of Esthetics Beauty Salon Yas Mal,DC96059,02/09/2015,GM001,1,D4751,BA Peel Timing Manual,40000SSD,0,0,EACH,Abu Dhabi
01YAS,World of Esthetics Beauty Salon Yas Mal,DC96059,02/09/2015,GM001,1,D4818INT,BS Peel merch Caddy,40000SSD,0,0,EACH,Abu Dhabi
01YAS,World of Esthetics Beauty Salon Yas Mal,DC96059,02/09/2015,GM001,0,,Launch Deal,89000,0,0,,Abu Dhabi
01YAS,World of Esthetics Beauty Salon Yas Mal,DC96059,02/09/2015,GM001,0,,,40000SSD,0,1461,,Abu Dhabi
01YAS,World of Esthetics Beauty Salon Yas Mal,DC96059,02/09/2015,GM001,0,,,40000SSDYM,0,-1461,,Abu Dhabi
01YAS,World of Esthetics Beauty Salon Yas Mal,DC96060,02/09/2015,GM001,10,D210918,BAP After Care kit,89000,0,0,<Each>,Abu Dhabi
01ASPS,Al Shunnar Plastic Surgery,DC96061,02/09/2015,TATG,6,DV3873259,"LOVE/ Shampoo, lovely smoothing shampoo  250ml",40000SHDV,45,-270,250ml,Dubai
01ASPS,Al Shunnar Plastic Surgery,DC96061,02/09/2015,TATG,3,DV3873056,"LOVE/ conditioner, lovely smoothing conditioner  250ml",40000SHDV,48,-144,250ml,Dubai
01ASPS,Al Shunnar Plastic Surgery,DC96061,02/09/2015,TATG,3,DV5273271,DEHC OI/Shampoo 280ml,40000SHDV,57,-171,280ml,Dubai
01ASPS,Al Shunnar Plastic Surgery,DC96061,02/09/2015,TATG,1,DV5273272,DEHC OI/Conditioner 250ml,40000SHDV,60,-60,250 ml,Dubai
01SHBL,Sheba Beauty Lounge FZE,DC96062,02/09/2015,NS,3,CZ4220301,HYDRAMEMORY CREAM GEL,40000SSCZ,277.2,-831.6,<Each>,Dubai
01SHBL,Sheba Beauty Lounge FZE,DC96062,02/09/2015,NS,1,CZ4920192,RECOVER TOUCH VITAMIN INTEGRATOR 250ML,40000SSCZ,300,-300,250 ml,Dubai
01SHBL,Sheba Beauty Lounge FZE,DC96062,02/09/2015,NS,1,CZ4020422,EVERYDAY TONIC,40000SSCZ,112.2,-112.2,500 ml,Dubai
01SHBL,Sheba Beauty Lounge FZE,DC96062,02/09/2015,NS,1,CZ52290,PURE COLLAGEN MASK,40000SSCZ,502.8,-502.8,6 pcs.,Dubai
01SHBL,Sheba Beauty Lounge FZE,DC96062,02/09/2015,NS,2,CZ0410406,SKIN RESONANCE CREAM OIL CLEANSER 150ml,40000SSCZ,101.4,-202.8,150 ml,Dubai
01SHBL,Sheba Beauty Lounge FZE,DC96062,02/09/2015,NS,2,CZ0310401,HYDRAMEMORY CREAM GEL,40000SSCZ,243.6,-487.2,<Each>,Dubai
01SHBL,Sheba Beauty Lounge FZE,DC96062,02/09/2015,NS,2,CZ0410411,SKIN RESONANCE PEELING 50ML,40000SSCZ,126.6,-253.2,50 ml,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,4.5,D110919,PreCleanse Wipes 6pk,40000SSD,570,-2565,177 ML,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,20,D111033,M/V Power Firm .5oz,40000SSD,249,-4980,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,16,D111060,Skin Smoothing Cream 100ml,40000SSD,255,-4080,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,13,D110700,Daily Microfoliant 2.7oz,40000SSD,245,-3185,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,21,D110662,Total Eye Care  15ml,40000SSD,209,-4389,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,12,D111059,Active Moist 100ml,40000SSD,255,-3060,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,8,D101104,Special Cleansing Gel 250mlR,40000SSD,149,-1192,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,14,D110709,Intensive Eye Repair 15ml,40000SSD,209,-2926,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,4,D103605,Super Rich 1.7oz (R),40000SSD,390,-1560,75ml,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,10,D111049,Dynamic Skin Recovery SPF50 1.7oz,40000SSD,319,-3190,50ml,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,5,D110625,Intensive Moisture Bal 100ml,40000SSD,255,-1275,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,8,D110740,"Special Clearing Booster, 1.0 oz (30 ml)",40000SSD,229,-1832,EACH,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,5,D110012,Envir Control Deodorant2.25oz,40000SSD,118,-590,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,6,D110104,Age Reversal Eye Complex (15 mL),40000SSD,309,-1854,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,8,D110548,Barrier Repair 30ml,40000SSD,198,-1584,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,3,D101304,Essnt'l Cleaning Sol 250ml-R,40000SSD,149,-447,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,4,D110616,Multi-Active Toner 250mlR,40000SSD,145,-580,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,5,D110304,Shine Therapy Shampoo 250ml,40000SSD,89,-445,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,5,D110634,Solar Defense Booster SPF50 1.7oz,40000SSD,209,-1045,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,4,D110900,Concealing Spot Treatment 0.33 oz,40000SSD,155,-620,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,2,D110621,Dermal clay cleanser 250ml-R,40000SSD,149,-298,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,4,D102021,Antioxidant HydraMist (5.1 oz),40000SSD,189,-756,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,4,D111595,Daily Resurfacer 35pc,40000SSD,349,-1396,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,4,D104513,Sebum Clearing Masque 2.5oz,40000SSD,195,-780,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,2,D106122,Overnight Clearing Gel 1.7oz,40000SSD,189,-378,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,2,D106152,Soothing Eye Make-up Remover 4.2oz,40000SSD,135,-270,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,2,D110117,M/V Hand and Nail Treatment,40000SSD,129,-258,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,2,D110545,Ultra Calming Mist 6.0oz,40000SSD,159,-318,EACH,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,2,D110613,MultiVitamin Power Serum 0.75oz (22ml),40000SSD,348,-696,22ml,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,2,D110633,Oil Free Matte block spf30  1.7oz,40000SSD,225,-450,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,3,D110716,M/V Power Recovery Masq 75ml,40000SSD,225,-675,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,2,D113511,Renewal Lip Complex (0.3 oz),40000SSD,129,-258,<Each>,Dubai
MRSP,Marina star pharmacy LLC,DC96063,02/09/2015,MUHJ,0,,Discount,40000SSD,0,11983,,Dubai
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D211121,Skin Prep Scrub - 177ml,40000SSD,115,-115,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D213121,Calming Botanical Mixer 118ml,40000SSD,125,-125,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D213131,Purifying Botanical Mxr 118ml,40000SSD,125,-125,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D213141,Replenishing Botnicl Mxr 118ml,40000SSD,125,-125,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D201511,Skin Resurfacing Cleanser 16oz,40000SSD,169,-169,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D213321,M/V Power Exfoliant 30amp,40000SSD,277,-277,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D211030,"MultiVitamin Thermafoliant, 6 oz (177 ml)",40000SSD,215,-215,EACH,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D210716,M/V Power Recovery Masq 177ml,40000SSD,193,-193,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D202021,Antioxidant HydraMist 12.oz,40000SSD,139,-139,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D210683,AGE Smart Complex (1.0oz),40000SSD,169,-169,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D211005,Dynamic Skin Recovery SPF50 4.0 INT,40000SSD,198,-198,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D211062,M/V Power Firm 2.5oz,40000SSD,275,-275,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D210522,Tri-Active Cleanse 16.0,40000SSD,169,-169,<Each>,Abu Dhabi
